Bedrooms,Area_sqft,Bathrooms,Location,Parking_spaces,House_age,Price
1.0,3760.3258312937814,1.0,Rural,1.0,48.0,484211.9852984728
2.0,4019.0690071983527,3.0,,1.0,50.0,493809.7485122688
2.0,2278.426668394866,,Rural,0.0,92.0,244774.76235946556
4.0,4476.693513473387,4.0,Suburban,0.0,98.0,849878.2034378566
5.0,3086.5079941898684,3.0,Urban,1.0,95.0,712896.5563399991
4.0,1404.9442734920035,4.0,Suburban,3.0,44.0,404908.68132512533
3.0,2206.5194173120203,4.0,Suburban,2.0,26.0,554630.8689137948
6.0,3518.039864220465,4.0,Rural,1.0,76.0,460598.5757768328
2.0,1710.5884105923972,1.0,Suburban,0.0,57.0,230144.6228874346
4.0,2294.7621336667826,5.0,Suburban,1.0,,507706.814686424
2.0,1026.797186408759,2.0,Rural,0.0,17.0,117062.56091366443
3.0,2244.178541672463,4.0,Rural,3.0,40.0,327731.6885087932
5.0,2938.9553370039466,3.0,Rural,3.0,51.0,383254.1535624083
2.0,2086.711726679862,4.0,Urban,0.0,73.0,605590.4418561349
5.0,671.0983170685471,1.0,Urban,,7.0,415731.8096762591
2.0,2670.189625634865,4.0,Urban,0.0,69.0,638828.9438512134
6.0,1523.3427313762052,2.0,Rural,3.0,27.0,274362.35968915926
3.0,4743.427175672191,1.0,Urban,0.0,38.0,1045119.350634252
6.0,3040.830729487684,3.0,Rural,3.0,22.0,550596.166802041
5.0,4658.120916915797,2.0,,,79.0,1217779.6328266424
3.0,2216.484686359902,1.0,Urban,3.0,29.0,572926.2977396875
2.0,1828.5881112033896,3.0,Suburban,0.0,5.0,476778.73584771075
2.0,3892.233652561484,3.0,Rural,1.0,88.0,501862.18942157814
5.0,4707.474943274445,2.0,Suburban,0.0,85.0,874695.2856980835
4.0,2578.761215019301,2.0,Urban,1.0,54.0,756981.2000867098
2.0,4566.235299560578,2.0,Rural,0.0,10.0,589504.3670128317
6.0,2305.877108988705,4.0,Urban,2.0,59.0,726679.4650804057
,623.8363331318689,5.0,Urban,1.0,73.0,257998.7258413537
1.0,2995.9580661579303,3.0,Rural,3.0,5.0,429863.7047529736
5.0,2339.497675531094,5.0,Suburban,,46.0,603753.3177140041
2.0,,5.0,Urban,3.0,66.0,528910.1953963677
3.0,2895.1588901703926,1.0,Rural,2.0,50.0,340664.2930999869
4.0,4382.9622631058555,4.0,Rural,0.0,0.0,606393.4147606677
6.0,3793.8113041353554,3.0,Suburban,0.0,90.0,850898.8112209104
6.0,3106.6985921923706,1.0,Urban,2.0,23.0,829982.7511749616
5.0,2191.9680047359016,5.0,Urban,0.0,28.0,804681.3904312077
6.0,5415.394114260229,5.0,Rural,2.0,87.0,993357.8942544227
1.0,3344.7177463390585,4.0,Suburban,2.0,8.0,667927.4066938974
4.0,,4.0,Suburban,2.0,,404386.3354342755
5.0,1899.1801850339937,,Rural,3.0,48.0,288992.29533599585
5.0,4542.177322817177,4.0,Suburban,3.0,8.0,1021102.110295894
3.0,3513.2117726028287,1.0,Urban,1.0,69.0,733198.0353256448
6.0,,5.0,Rural,0.0,,432249.8534216096
1.0,2679.549918311789,4.0,Suburban,2.0,33.0,557528.3610759737
3.0,1682.0403916939329,4.0,Rural,2.0,61.0,253349.95698059228
4.0,1761.505073561844,5.0,Suburban,,86.0,517725.0336407691
6.0,,1.0,Suburban,1.0,84.0,640165.3806604353
1.0,3080.072055358481,,Urban,3.0,,762039.8345547755
1.0,763.0457634884925,3.0,,1.0,28.0,215815.84370292985
2.0,938.2702664909848,3.0,Urban,0.0,,282982.1477167968
3.0,2656.3245324961995,4.0,Suburban,,51.0,657266.5804118844
3.0,2971.8939716604677,5.0,Rural,3.0,43.0,516370.4047421719
4.0,4871.898690757649,1.0,Urban,3.0,82.0,1176363.3645653164
5.0,,5.0,Suburban,1.0,78.0,472325.74011558737
3.0,2038.116674714821,1.0,Urban,2.0,25.0,546901.9377623501
5.0,1949.4860190313348,4.0,Rural,0.0,25.0,316794.8846002124
5.0,3323.689573029257,4.0,Rural,3.0,90.0,456260.6943046636
,1661.7796438602616,5.0,Rural,0.0,31.0,386130.139479976
3.0,767.6220599027635,2.0,Rural,1.0,32.0,212044.9428290048
4.0,4083.082680032845,2.0,Rural,3.0,9.0,651579.4903360684
1.0,613.1388122477273,2.0,Rural,3.0,51.0,134263.93124164466
5.0,4826.810025423882,5.0,Suburban,1.0,40.0,924583.035936723
3.0,4040.3765081949664,4.0,Suburban,3.0,78.0,788674.1499545514
2.0,1353.6268167860474,1.0,Rural,3.0,98.0,114915.89949278894
5.0,,5.0,Suburban,1.0,5.0,564065.9429268041
5.0,4042.069711707218,,Rural,0.0,36.0,514667.50029717106
3.0,,1.0,Rural,2.0,42.0,497032.0254978763
4.0,2319.078783398941,5.0,Rural,1.0,76.0,301686.52642370324
1.0,3639.903242330433,4.0,Suburban,2.0,62.0,680542.8146484633
5.0,7319.690027727971,2.0,Rural,1.0,5.0,1208030.0226331053
2.0,976.6882065132183,,Urban,2.0,22.0,317842.09956245025
6.0,2365.1137199270447,1.0,Urban,2.0,54.0,699453.9804700826
1.0,4022.1321833486713,4.0,Suburban,1.0,,776557.3783419286
6.0,2234.1914737131283,5.0,,1.0,87.0,293721.27240625734
5.0,2525.5599458889183,,Rural,0.0,20.0,386049.777217465
4.0,3407.405555581286,2.0,Suburban,3.0,71.0,764863.5633834592
6.0,4535.214304280551,2.0,Suburban,,20.0,945220.8786453996
6.0,990.0199129146758,3.0,Suburban,,33.0,422445.207631005
1.0,3586.600719724386,5.0,Suburban,0.0,64.0,781405.3535044997
4.0,,4.0,,3.0,9.0,148857.69323379654
5.0,3010.9133245218795,4.0,Rural,1.0,47.0,406749.01352398045
3.0,2666.000194410492,5.0,Urban,3.0,25.0,814406.2871050297
4.0,4918.0941196728245,2.0,Rural,0.0,76.0,641970.9687025638
2.0,4175.406185537877,1.0,Rural,1.0,87.0,626709.3434188433
6.0,1422.4154428706738,5.0,Urban,,81.0,501743.3458634296
2.0,3222.2926521074337,5.0,Rural,2.0,53.0,370909.53185552626
3.0,3912.912580411,2.0,Urban,2.0,60.0,938514.5758829048
3.0,3849.2557951773,5.0,Urban,3.0,31.0,981552.3861930668
2.0,2892.197590719939,1.0,Urban,2.0,0.0,763870.5511284756
3.0,2924.130503043676,2.0,Urban,0.0,85.0,609532.9827829902
,1251.1898186787566,1.0,Rural,2.0,23.0,164714.48122808512
3.0,4450.930236431756,2.0,Urban,1.0,64.0,1051519.88319313
6.0,4038.241805406926,4.0,Rural,2.0,37.0,717981.2667357011
2.0,,1.0,Rural,2.0,8.0,662462.4204520148
6.0,3450.7565265274534,3.0,Suburban,0.0,50.0,788618.1363428115
3.0,3261.9983846706455,1.0,Suburban,0.0,26.0,609219.1643640066
1.0,2506.0591155975303,4.0,Suburban,0.0,45.0,481404.4379149692
2.0,,3.0,Rural,1.0,1.0,607693.57338032
4.0,1323.5694990562722,5.0,Suburban,1.0,1.0,412141.2506794011
5.0,1525.2908789439948,2.0,Suburban,1.0,54.0,390008.07242855
6.0,1171.5700007757926,4.0,Suburban,1.0,37.0,346243.1132581584
,6052.566292198175,5.0,Urban,1.0,43.0,1415003.9625781965
1.0,2645.129637685216,3.0,Urban,1.0,16.0,705271.8041891905
4.0,4249.926821628556,1.0,Urban,2.0,24.0,1026076.1344425648
4.0,3949.952608401827,3.0,Suburban,1.0,2.0,856747.0017238887
6.0,3590.874489537631,5.0,Suburban,3.0,59.0,846150.5420758128
4.0,4136.101834579488,1.0,Urban,1.0,25.0,1101383.9573711
3.0,3866.863576905489,1.0,Rural,0.0,55.0,468733.2917748566
5.0,3263.3659003313123,2.0,Urban,1.0,55.0,815207.2419929231
1.0,3629.37041747624,4.0,Suburban,2.0,96.0,701290.1742526705
3.0,4998.712118701613,2.0,Rural,3.0,19.0,756986.0874230568
3.0,4238.098297340346,2.0,Suburban,1.0,22.0,899466.8254410201
3.0,4965.8693022026155,2.0,Urban,2.0,55.0,1192463.6177548831
2.0,3378.225025299568,2.0,Suburban,0.0,30.0,645324.8145453979
4.0,2689.689480096889,4.0,Rural,0.0,71.0,332940.31454272533
5.0,4907.978781717906,1.0,Rural,2.0,59.0,654315.8611394707
3.0,2864.77079885888,5.0,Suburban,2.0,80.0,638681.7414121759
1.0,3976.8022735222216,1.0,Urban,3.0,96.0,849889.765894342
5.0,3878.2827814970624,4.0,Rural,3.0,14.0,606283.0858348779
3.0,3359.4964054678517,5.0,Suburban,0.0,39.0,725656.44157217
1.0,2267.571991142045,5.0,Rural,2.0,52.0,370856.47120428627
4.0,2628.0138453493196,4.0,Rural,1.0,42.0,400639.8588428897
2.0,3443.3410791739916,2.0,Suburban,0.0,63.0,665255.0832854328
4.0,2371.0887530935256,4.0,Rural,0.0,21.0,413465.3992616541
,2636.9894457779837,2.0,Suburban,2.0,96.0,427880.6741954229
1.0,2907.614770695198,1.0,Suburban,3.0,34.0,474457.8120272597
4.0,4279.837911269821,1.0,Urban,1.0,7.0,1172134.9439408565
4.0,3564.386722572101,3.0,Urban,,87.0,837012.5442522896
6.0,3073.6049173277033,3.0,Rural,0.0,10.0,520975.31410218094
3.0,1274.4015318286672,3.0,,2.0,79.0,218409.7971870511
3.0,4536.310686905905,5.0,Rural,2.0,28.0,669384.290506012
6.0,1469.0497162214867,4.0,Rural,3.0,83.0,310192.449747787
6.0,2695.3303873658288,2.0,Urban,1.0,53.0,753151.7645725046
5.0,,4.0,Suburban,0.0,91.0,497065.43935892056
3.0,2423.7582409765027,4.0,Urban,3.0,73.0,645011.6269230007
5.0,3914.043755499522,1.0,Suburban,1.0,11.0,835444.5108802713
6.0,4287.755127851043,4.0,Rural,0.0,78.0,638798.0642091325
3.0,2869.8070877103182,4.0,Suburban,2.0,54.0,632633.9311087247
4.0,3141.777684655179,,Rural,3.0,80.0,406032.6464646987
6.0,3872.9546801099978,1.0,Urban,,80.0,1000681.2627855598
1.0,2967.7191628804426,1.0,Rural,0.0,96.0,336577.36616004305
3.0,7098.933664060859,5.0,Rural,0.0,70.0,1124902.2978652143
6.0,3325.9702217184413,5.0,Urban,1.0,97.0,957529.0751744516
3.0,622.2875724087987,3.0,,3.0,77.0,201310.5243268039
1.0,3452.603081092613,3.0,Rural,2.0,0.0,535220.8744223187
2.0,4574.861565483532,2.0,Suburban,1.0,15.0,916044.0310278332
3.0,775.9893003947718,2.0,Rural,3.0,53.0,105454.11800582944
4.0,2380.9547024171793,1.0,,2.0,69.0,534853.0846550897
1.0,646.7807675370493,5.0,Suburban,2.0,39.0,263704.9952760648
5.0,1047.928600063737,5.0,Rural,3.0,97.0,229839.9635522179
1.0,891.6753316444639,1.0,Urban,0.0,63.0,214461.01337338053
4.0,2951.8149158803203,3.0,Suburban,3.0,41.0,652523.088255821
1.0,549.642264181096,5.0,Suburban,1.0,64.0,57672.22182318439
5.0,2166.7864382388793,1.0,Rural,1.0,94.0,262420.49034206755
4.0,2975.413732061702,1.0,Urban,3.0,15.0,830313.6233267237
6.0,4213.7874870480355,4.0,Suburban,3.0,,938277.7883051656
,2960.0836479467994,4.0,Suburban,1.0,98.0,683036.5749625294
2.0,3738.4421747473866,2.0,Urban,2.0,26.0,906231.2383159556
2.0,2600.5193475403457,5.0,Rural,2.0,45.0,356604.37461665267
,1073.2388720015267,3.0,Urban,0.0,91.0,378997.20565028343
4.0,2382.799049004437,5.0,Urban,3.0,,741917.7853306442
2.0,,1.0,Suburban,3.0,80.0,765591.3227572518
2.0,4660.524749195622,3.0,Rural,3.0,58.0,657268.8078669322
4.0,2180.840796048594,1.0,Suburban,3.0,23.0,476513.0227868209
5.0,4905.308781684968,2.0,Rural,0.0,30.0,669806.3145351217
1.0,4708.8369434539745,2.0,,2.0,36.0,860894.4081984982
4.0,2589.9495630149427,4.0,Suburban,2.0,37.0,571865.890523492
2.0,2527.7884552839105,4.0,Urban,0.0,8.0,664559.7085676349
,4618.657332130204,4.0,Urban,0.0,48.0,1097137.439402062
6.0,1375.5124543338543,5.0,Rural,0.0,66.0,245268.5314043055
5.0,527.3993670792759,3.0,Urban,0.0,86.0,263805.0924515774
5.0,4062.741166676059,4.0,Rural,0.0,6.0,581781.3521336811
5.0,3106.2886491862496,4.0,Rural,1.0,50.0,490772.3375962457
,,2.0,Suburban,3.0,51.0,266620.10965262016
1.0,1033.2156144578023,5.0,,3.0,18.0,381996.937898712
4.0,,1.0,,2.0,,120301.87257034898
2.0,3392.685116600784,3.0,Suburban,0.0,10.0,787976.2695017979
6.0,2370.3898400865755,4.0,Rural,2.0,62.0,382215.5373702573
4.0,1588.4999759936568,4.0,Suburban,1.0,33.0,484458.6790882502
6.0,3973.359767817296,5.0,Suburban,,31.0,949990.449293095
3.0,2759.225960698012,5.0,Urban,0.0,6.0,873238.4835344527
3.0,2323.8958238858454,2.0,Urban,0.0,87.0,527815.9825059188
4.0,,5.0,Rural,1.0,76.0,317884.3956667528
1.0,2102.8354120291738,5.0,Urban,2.0,24.0,636867.0877462456
1.0,,5.0,Urban,2.0,18.0,730995.3683020937
6.0,509.46729429147535,3.0,Suburban,3.0,26.0,324476.64728855074
1.0,1126.0213200098938,,Urban,,,207519.45858357585
6.0,698.7287128002407,5.0,Rural,3.0,67.0,259038.61240045703
3.0,1644.0106095387196,5.0,Rural,0.0,,277537.612131199
2.0,2174.9017632134864,2.0,Suburban,2.0,26.0,434089.8723534487
2.0,546.9246472883138,4.0,Urban,0.0,81.0,215877.1524896473
1.0,2180.5816826487803,,Urban,1.0,2.0,655813.1959476176
6.0,3317.792772169122,1.0,Rural,0.0,5.0,498965.6400585542
,1247.1544103728795,5.0,Suburban,0.0,73.0,404390.2774578944
3.0,4311.134276398519,4.0,Rural,,94.0,511107.842977128
6.0,3123.429917740711,1.0,Urban,,47.0,901025.7837140356
1.0,2233.04053956125,1.0,Rural,3.0,4.0,324294.9893895817
3.0,4505.256614593636,,Urban,0.0,69.0,1034269.2853850876
1.0,3097.623788458759,4.0,Urban,1.0,25.0,686819.6766153451
2.0,,5.0,Rural,0.0,73.0,194391.67506146897
2.0,3918.120845515843,1.0,Suburban,2.0,56.0,727288.1701565147
3.0,1153.3843079809712,2.0,Suburban,3.0,41.0,338561.072415568
5.0,3803.1339316518784,2.0,Urban,1.0,56.0,1012118.492938882
5.0,1514.9359846657967,2.0,Suburban,3.0,76.0,308099.6489824603
3.0,4868.374809518016,3.0,Rural,1.0,58.0,542844.719533522
1.0,,1.0,Rural,2.0,31.0,308947.487878232
6.0,2634.5124945779626,1.0,Suburban,2.0,40.0,647159.9026099043
4.0,,1.0,Urban,2.0,81.0,496113.9695476779
1.0,,4.0,Rural,3.0,58.0,643529.2884402022
,4459.1741867387245,4.0,Suburban,3.0,86.0,882533.1143043508
2.0,2288.2162571839244,4.0,Urban,,31.0,668339.9736213713
6.0,2468.6686697369437,3.0,Urban,3.0,61.0,759739.8831232606
1.0,1655.1240273952062,4.0,Urban,2.0,99.0,410393.8742773029
5.0,2221.3682610980372,4.0,Urban,2.0,,610153.6421600692
1.0,2121.700189686564,1.0,Urban,2.0,53.0,447340.8308889696
4.0,1546.9049235320645,1.0,Rural,3.0,83.0,135185.0678619417
4.0,1649.720050950221,4.0,,1.0,69.0,380931.8175108664
1.0,1402.9295783169257,3.0,,1.0,85.0,180929.83535624517
6.0,4915.563684549367,4.0,Rural,0.0,97.0,651623.9170762715
2.0,1005.3695498504862,3.0,Suburban,3.0,0.0,328720.36524421757
4.0,1147.7386110750388,3.0,Suburban,,82.0,254409.3963606538
4.0,4944.468165535633,4.0,Rural,3.0,47.0,718085.2494324637
5.0,3362.191109509857,3.0,Suburban,1.0,15.0,792057.5626788856
2.0,4398.7393141310395,,Suburban,2.0,38.0,903073.7438139032
2.0,803.2304965348513,5.0,Suburban,3.0,79.0,226766.08340526008
4.0,990.9933429458738,4.0,Suburban,2.0,74.0,207765.6745301683
1.0,847.1532584281184,4.0,Rural,1.0,77.0,147555.0284187361
4.0,955.6696157682152,5.0,Rural,3.0,72.0,182645.56976121163
6.0,3916.6192987737927,2.0,Suburban,0.0,34.0,856928.0306482931
6.0,978.5467681509856,3.0,Urban,1.0,58.0,463889.3350425151
1.0,3388.3698148490994,3.0,Suburban,3.0,56.0,609382.0268734164
1.0,2188.6695699919983,1.0,Urban,2.0,49.0,404124.3889302564
2.0,921.9061429050048,2.0,Rural,0.0,53.0,103280.56487253885
1.0,,2.0,Urban,1.0,71.0,437627.8105622716
6.0,2010.532248675768,2.0,Rural,3.0,,290829.1993172751
4.0,703.9367553240257,2.0,Suburban,3.0,14.0,259037.44590180813
3.0,3604.004821616545,2.0,Rural,0.0,18.0,461783.7220493651
4.0,692.7689980360096,5.0,Suburban,3.0,14.0,337222.2002291477
3.0,1243.4177270203256,1.0,Suburban,2.0,,239588.9447204971
3.0,1720.1634642508316,3.0,Urban,0.0,30.0,556405.8343378828
5.0,638.860569386326,2.0,Rural,0.0,60.0,50000.0
5.0,1354.168863374702,1.0,Urban,1.0,21.0,540164.146064501
6.0,781.440021038158,5.0,Suburban,1.0,14.0,456257.3955559567
3.0,630.8212115477918,5.0,Urban,,18.0,345605.77060441085
2.0,3301.338630783853,5.0,Suburban,1.0,54.0,729168.8653281746
5.0,2371.7475706183477,2.0,Urban,2.0,21.0,784313.1087466058
3.0,3714.848436319692,5.0,Urban,0.0,52.0,1062944.5637430276
6.0,4771.438820917305,2.0,Rural,3.0,71.0,656933.2287157628
3.0,2205.0962512646647,1.0,Rural,1.0,29.0,289497.39847463235
3.0,2372.5464263199156,3.0,Urban,3.0,73.0,672224.0790487906
6.0,3828.520853270437,5.0,Suburban,3.0,17.0,906726.030746948
6.0,,5.0,Urban,3.0,25.0,514618.48311374814
3.0,3260.6291238762933,4.0,Suburban,0.0,82.0,681783.2278702353
5.0,3096.682990078599,3.0,Rural,1.0,65.0,424600.11649496417
6.0,4741.390883840525,2.0,Rural,2.0,43.0,743308.2147681955
6.0,737.6178221083763,2.0,Suburban,3.0,46.0,229190.9437968546
1.0,2018.0306345766055,5.0,Suburban,1.0,34.0,442765.9061386908
6.0,1644.4489153024251,2.0,Suburban,0.0,68.0,443023.00465033704
3.0,2960.8683843880676,4.0,,2.0,28.0,701473.2482928351
6.0,4190.056831037102,3.0,Suburban,1.0,54.0,940197.9539192818
4.0,4021.182160537721,2.0,Suburban,3.0,68.0,894590.1916586295
4.0,4472.304713030399,2.0,Rural,2.0,85.0,655823.1379231397
2.0,2305.345613175422,3.0,Urban,1.0,50.0,606443.9334048833
4.0,559.6296507675975,4.0,Rural,0.0,92.0,165079.30735178583
3.0,3078.6864301888218,5.0,Rural,1.0,30.0,596982.0865746853
2.0,4139.554930535923,2.0,Urban,2.0,88.0,927075.8258341744
5.0,3964.751151132555,,Suburban,,92.0,862714.159648295
2.0,2360.3740218286766,4.0,Rural,2.0,66.0,325666.72817592655
2.0,1032.8676762916934,4.0,Urban,2.0,16.0,401004.9698773453
2.0,791.091020818092,,Urban,2.0,78.0,240791.83782799897
6.0,3729.361036588833,5.0,Urban,3.0,52.0,1006680.302068884
1.0,3400.6602863405465,5.0,Suburban,2.0,16.0,705697.7173764398
5.0,3792.761314538958,5.0,Suburban,1.0,0.0,898450.9568508341
4.0,1904.666255134012,5.0,Urban,0.0,60.0,648007.0246956852
3.0,3801.271235190406,2.0,Suburban,3.0,29.0,768154.3345620476
1.0,3327.953213385495,2.0,Suburban,3.0,51.0,672354.7581937504
1.0,2936.163245707709,1.0,Urban,2.0,94.0,665870.9227682088
6.0,2213.103565223896,3.0,Rural,1.0,2.0,385151.3000974578
1.0,3228.66924995019,5.0,Urban,2.0,2.0,889580.2376192948
2.0,,4.0,Rural,0.0,,145866.96093237516
3.0,4348.431432582665,3.0,Urban,,55.0,1098716.1493792655
5.0,4581.242639756752,4.0,Rural,0.0,30.0,660828.9061078045
2.0,4033.709651822068,2.0,Urban,1.0,98.0,913851.398385409
5.0,2365.3222916755653,2.0,Rural,3.0,,366453.33858283126
5.0,1903.9280914688832,,,3.0,44.0,653555.2796656812
3.0,3214.8131257172436,3.0,Suburban,2.0,11.0,692212.5653190536
3.0,3729.0745612921746,3.0,Urban,2.0,39.0,987327.3183173118
1.0,3788.732636918944,3.0,Urban,3.0,84.0,876535.2128380013
1.0,1213.808650368701,4.0,Suburban,1.0,89.0,214007.42882684356
6.0,1909.2289766777703,2.0,Urban,3.0,99.0,614118.9957524638
3.0,4677.428897818597,3.0,Urban,1.0,90.0,1189103.1846309854
3.0,696.8103164598626,2.0,Suburban,2.0,37.0,176174.3889051404
6.0,2900.80366384863,5.0,Suburban,0.0,83.0,629364.3146881007
6.0,2033.6706490543097,4.0,Suburban,1.0,10.0,571333.8336038776
4.0,2297.1593677761093,5.0,Rural,3.0,,362258.32752694545
6.0,4442.473366691192,3.0,Suburban,2.0,88.0,874020.5567290799
2.0,4393.37006329015,5.0,Urban,0.0,87.0,1088658.3127255489
5.0,1149.7443446015025,2.0,Suburban,1.0,87.0,234531.2284945175
6.0,2508.658909306635,2.0,Rural,2.0,53.0,351242.9459792385
5.0,1963.6425766604837,,Suburban,0.0,17.0,523674.2804600863
2.0,4884.6750740566595,3.0,Rural,0.0,62.0,567024.9921621585
6.0,2037.535258536144,4.0,Urban,2.0,68.0,646157.0834867739
3.0,1227.526448660612,3.0,Suburban,3.0,59.0,262089.0280490118
2.0,1903.545860019262,2.0,Suburban,3.0,64.0,415874.9055607468
1.0,1039.7916186075047,3.0,Rural,0.0,59.0,113933.17058032444
6.0,,2.0,Suburban,1.0,,334213.41153626627
6.0,,1.0,Rural,0.0,65.0,557598.507990472
1.0,3464.114657933496,4.0,Suburban,0.0,63.0,542688.6427442206
6.0,871.7794855667091,5.0,Urban,2.0,7.0,516182.8812701654
2.0,4955.388692303669,3.0,Rural,0.0,35.0,668472.016898439
3.0,3167.653962440402,5.0,Rural,2.0,88.0,453691.9441229576
5.0,4049.610187574118,5.0,Suburban,1.0,98.0,793053.4996378153
4.0,4068.302425725342,,Suburban,2.0,32.0,905570.671749991
6.0,3540.110413776169,1.0,Suburban,0.0,84.0,790047.936497511
4.0,1472.2705231014488,4.0,Rural,1.0,85.0,285561.301805607
5.0,1458.8825390816369,4.0,,3.0,,231289.75656844673
2.0,690.3128715020654,1.0,Suburban,0.0,17.0,97760.79906478131
3.0,4664.849935333464,,Urban,1.0,35.0,1117366.050652579
6.0,,2.0,Suburban,2.0,41.0,978405.0214697528
2.0,2330.033314993624,4.0,Suburban,2.0,14.0,526683.7329493839
4.0,3893.10365717772,4.0,Suburban,2.0,,904711.412966008
1.0,1182.1293179144598,,Urban,1.0,49.0,333646.71837132284
3.0,2258.0694994367263,5.0,Suburban,0.0,80.0,513977.4165979083
6.0,1029.420628131014,3.0,Suburban,0.0,6.0,329137.93457504845
6.0,1595.6508578219025,1.0,Urban,2.0,97.0,461743.67255367065
5.0,2754.8954611798868,3.0,Rural,1.0,15.0,451020.0237220963
5.0,4259.661063720474,4.0,,0.0,28.0,921994.2981246924
1.0,1544.1792300549769,5.0,Rural,1.0,,242915.5627682905
6.0,2872.5469733926066,,Urban,0.0,60.0,869146.5180075701
1.0,4312.2531261765835,4.0,Rural,,58.0,486770.3898153653
5.0,1259.8439300495877,5.0,Rural,1.0,34.0,294542.57241275546
1.0,2459.784314624858,1.0,Suburban,2.0,27.0,497296.4055470928
1.0,3011.631123172383,,Rural,,74.0,391659.8626246585
2.0,3605.434512070296,3.0,Suburban,1.0,73.0,651840.457216414
1.0,3994.201861929582,5.0,Suburban,1.0,90.0,759240.2305014208
2.0,1638.7629476035304,3.0,Suburban,0.0,,317071.14011982776
1.0,,2.0,Suburban,0.0,28.0,817837.9087281948
2.0,3107.367047045753,5.0,Urban,3.0,50.0,886160.4722090675
1.0,4279.17272965489,1.0,Rural,1.0,38.0,445267.8663826841
6.0,3044.974842146482,2.0,Suburban,1.0,2.0,757464.15564565
3.0,1740.739338929985,1.0,Urban,2.0,73.0,336504.5163140723
5.0,2410.3734133836283,4.0,Urban,3.0,34.0,781191.8073656288
5.0,1145.940629177268,2.0,Suburban,3.0,36.0,317326.00342331216
6.0,4771.004643902482,3.0,Urban,1.0,60.0,1178969.8000953193
6.0,4413.934295067698,2.0,Rural,0.0,79.0,482854.3563233239
2.0,1194.447043773857,4.0,Suburban,3.0,48.0,227197.37733589247
3.0,2752.003891088337,1.0,Suburban,0.0,53.0,487433.7627382121
5.0,,2.0,Suburban,0.0,18.0,353084.91601981915
,1061.2132561012572,3.0,Suburban,0.0,86.0,186225.18173714413
1.0,,1.0,Urban,0.0,79.0,413683.6941059537
2.0,1283.8700146021415,3.0,Rural,2.0,75.0,195370.26819214312
6.0,4056.5198113706665,3.0,Rural,2.0,,560718.8568233749
6.0,815.015804598796,4.0,Urban,0.0,48.0,341349.03891732387
1.0,3380.757007226747,,Rural,3.0,79.0,408122.78270175325
5.0,1709.810341037795,3.0,Suburban,3.0,90.0,431203.9243308413
6.0,1955.751777101632,3.0,Urban,0.0,95.0,639938.5144808025
3.0,3736.21953625056,5.0,Urban,1.0,70.0,909935.1325593492
4.0,3288.8055714489014,4.0,Suburban,0.0,89.0,601386.9064304703
5.0,1091.07233665208,,Suburban,3.0,94.0,310566.2329421595
2.0,3227.849211025272,3.0,Suburban,2.0,,626352.2505080769
4.0,3343.9490617828505,5.0,Urban,0.0,51.0,923029.9810804756
5.0,2941.456115279403,1.0,Rural,3.0,13.0,428290.73383673845
5.0,1861.0136523022095,3.0,Urban,3.0,81.0,501034.4054526957
,4367.371069762651,2.0,Rural,0.0,66.0,438035.7910662737
3.0,1973.984743310596,2.0,Rural,2.0,81.0,190111.06090483296
1.0,4625.562608160508,3.0,Urban,3.0,62.0,1141797.5537544596
6.0,783.9906488561758,2.0,Rural,0.0,52.0,184290.06017595276
4.0,2452.102305146473,5.0,Rural,3.0,76.0,345676.62734331534
1.0,3805.600654046359,1.0,Urban,0.0,1.0,889549.8277349914
6.0,4225.407688949777,3.0,Rural,2.0,74.0,520157.39761173056
1.0,1905.5709584848112,2.0,Rural,1.0,28.0,265128.9118945974
4.0,2810.15694601212,1.0,Urban,0.0,22.0,725366.5498818869
4.0,3049.589129771384,5.0,Urban,2.0,25.0,903333.6853924034
2.0,4106.151121187836,1.0,Rural,3.0,66.0,484470.8112212048
5.0,1799.0851798878714,2.0,Suburban,2.0,49.0,404291.92493434966
6.0,3754.1726890908326,4.0,Suburban,2.0,83.0,784628.161327076
1.0,3088.2350772348123,2.0,Suburban,2.0,11.0,582808.1127944846
6.0,3674.235173504916,2.0,Urban,1.0,53.0,1078897.7413398249
1.0,2358.6402859146365,1.0,Rural,0.0,16.0,347058.40316965984
6.0,4947.238719500591,,Urban,2.0,16.0,1335690.236498563
5.0,1927.3807254442936,5.0,Suburban,0.0,6.0,572219.8912662984
1.0,1297.2691637233947,2.0,,2.0,10.0,234695.0065031807
4.0,4377.841227132329,3.0,Suburban,1.0,42.0,859938.4343896456
1.0,610.2430172044355,1.0,Urban,1.0,74.0,130568.14436974736
3.0,2612.864939197382,1.0,Urban,1.0,53.0,657445.0959259147
4.0,4788.590095305046,2.0,Suburban,,64.0,930814.064814178
2.0,3313.42146288699,1.0,Rural,,46.0,331816.82013603044
1.0,811.6443782863697,2.0,Suburban,3.0,32.0,157040.68423219107
1.0,2411.4718869127382,2.0,,0.0,90.0,402669.0127151334
1.0,4161.948297438139,1.0,Urban,2.0,2.0,1143963.5148913653
,1520.2732204848346,5.0,Rural,1.0,69.0,211878.14521956537
2.0,4182.663049166018,1.0,Rural,1.0,7.0,526031.6929100797
1.0,3934.198810665002,5.0,Suburban,1.0,93.0,669928.4263261949
1.0,4447.577557229902,3.0,,2.0,94.0,1089429.0282367251
